,index,video_id,video_path,duration,begin_frame,end_frame,captions,subject,predicate,object
4207,2174,v_tbOIyG1RCUI,https://www.youtube.com/watch?v=tbOIyG1RCUI,13.78,0,12.82,A blindfolded man wearing boxing gloves is seen hitting a punching bag while many watch him on the sides.,watch,on,sides
4208,2175,v_tbOIyG1RCUI,https://www.youtube.com/watch?v=tbOIyG1RCUI,13.78,7.3,13.59, He continues punching when a person on the roof pulls the bag up higher.,person,pull,bag
4209,2175,v_tbOIyG1RCUI,https://www.youtube.com/watch?v=tbOIyG1RCUI,13.78,7.3,13.59, He continues punching when a person on the roof pulls the bag up higher.,person,on,roof
4210,2175,v_tbOIyG1RCUI,https://www.youtube.com/watch?v=tbOIyG1RCUI,13.78,7.3,13.59, He continues punching when a person on the roof pulls the bag up higher.,bag,is,pulled
4211,2175,v_tbOIyG1RCUI,https://www.youtube.com/watch?v=tbOIyG1RCUI,13.78,7.3,13.59, He continues punching when a person on the roof pulls the bag up higher.,person,on,bag
4212,2175,v_tbOIyG1RCUI,https://www.youtube.com/watch?v=tbOIyG1RCUI,13.78,7.3,13.59, He continues punching when a person on the roof pulls the bag up higher.,person,is,on
4213,2176,v_r82RY124wVY,https://www.youtube.com/watch?v=r82RY124wVY,100.15,1.5,4.01,A woman is standing on a tennis court talking.,woman,stand on,tennis court
4214,2176,v_r82RY124wVY,https://www.youtube.com/watch?v=r82RY124wVY,100.15,1.5,4.01,A woman is standing on a tennis court talking.,woman,talk on,tennis court
4215,2177,v_r82RY124wVY,https://www.youtube.com/watch?v=r82RY124wVY,100.15,10.52,16.52, She begins to play tennis on the court.,tennis,on,court
4216,2177,v_r82RY124wVY,https://www.youtube.com/watch?v=r82RY124wVY,100.15,10.52,16.52, She begins to play tennis on the court.,woman,play,tennis
4217,2178,v_r82RY124wVY,https://www.youtube.com/watch?v=r82RY124wVY,100.15,33.04,97.63, She serves a tennis ball across the court several times.,tennis ball,serve across,court
4218,2179,v_9eqfQyr3J7k,https://www.youtube.com/watch?v=9eqfQyr3J7k,26.43,0,7.4,Several people are outside in a ski resort sitting on the tubes.,people,sit on,tubes
4219,2179,v_9eqfQyr3J7k,https://www.youtube.com/watch?v=9eqfQyr3J7k,26.43,0,7.4,Several people are outside in a ski resort sitting on the tubes.,people,in,ski resort
4220,2180,v_9eqfQyr3J7k,https://www.youtube.com/watch?v=9eqfQyr3J7k,26.43,7.4,18.62,"After,the three individuals in the front,are pulled down the slope and they begin to slide down.",individuals,is,3
4221,2180,v_9eqfQyr3J7k,https://www.youtube.com/watch?v=9eqfQyr3J7k,26.43,7.4,18.62,"After,the three individuals in the front,are pulled down the slope and they begin to slide down.",individuals,pull down,slope
4222,2181,v_9eqfQyr3J7k,https://www.youtube.com/watch?v=9eqfQyr3J7k,26.43,7.4,18.62,"After,the three individuals in the front,are pulled down the slope and they begin to slide down.",individuals,is,front
4223,2181,v_9eqfQyr3J7k,https://www.youtube.com/watch?v=9eqfQyr3J7k,26.43,7.4,18.62,"After,the three individuals in the front,are pulled down the slope and they begin to slide down.",individuals,slide down,front
4224,2182,v_9eqfQyr3J7k,https://www.youtube.com/watch?v=9eqfQyr3J7k,26.43,18.62,26.43,"Once they are off,the man who pushed him down walks away and more people begin to go down.",man,push,man
4225,2182,v_9eqfQyr3J7k,https://www.youtube.com/watch?v=9eqfQyr3J7k,26.43,18.62,26.43,"Once they are off,the man who pushed him down walks away and more people begin to go down.",man,is,walking
4226,2182,v_9eqfQyr3J7k,https://www.youtube.com/watch?v=9eqfQyr3J7k,26.43,18.62,26.43,"Once they are off,the man who pushed him down walks away and more people begin to go down.",man,is,off
4227,2183,v_9eqfQyr3J7k,https://www.youtube.com/watch?v=9eqfQyr3J7k,26.43,18.62,26.43,"Once they are off,the man who pushed him down walks away and more people begin to go down.",people,go down,people
4228,2185,v_GQVqSLs2Ulg,https://www.youtube.com/watch?v=GQVqSLs2Ulg,85.43,2.14,41.43,A man is seen holding a glass while speaking to the camera when another man walks in and begins painting the wall.,man,walk in,wall
4229,2185,v_GQVqSLs2Ulg,https://www.youtube.com/watch?v=GQVqSLs2Ulg,85.43,2.14,41.43,A man is seen holding a glass while speaking to the camera when another man walks in and begins painting the wall.,man,paint,wall
4230,2186,v_GQVqSLs2Ulg,https://www.youtube.com/watch?v=GQVqSLs2Ulg,85.43,25.62,81.58, The man continues to paint up and down the wall while the camera captures him and the other man walks away.,man,paint,up and down
4231,2187,v_GQVqSLs2Ulg,https://www.youtube.com/watch?v=GQVqSLs2Ulg,85.43,25.62,81.58, The man continues to paint up and down the wall while the camera captures him and the other man walks away.,man,walk away from,man
4232,2188,v_K2l7ops-tno,https://www.youtube.com/watch?v=K2l7ops-tno,109.56,0,7.67,A man is placing tiles on the floor.,man,place on,floor
4233,2188,v_K2l7ops-tno,https://www.youtube.com/watch?v=K2l7ops-tno,109.56,0,7.67,A man is placing tiles on the floor.,tiles,on,floor
4234,2189,v_K2l7ops-tno,https://www.youtube.com/watch?v=K2l7ops-tno,109.56,14.23,31.77," A woman appears, removing tiles from a box and talking about them.",woman,remove,tiles
4235,2189,v_K2l7ops-tno,https://www.youtube.com/watch?v=K2l7ops-tno,109.56,14.23,31.77," A woman appears, removing tiles from a box and talking about them.",tiles,in,box
4236,2190,v_K2l7ops-tno,https://www.youtube.com/watch?v=K2l7ops-tno,109.56,14.23,31.77," A woman appears, removing tiles from a box and talking about them.",woman,talk about,tiles
4237,2191,v_K2l7ops-tno,https://www.youtube.com/watch?v=K2l7ops-tno,109.56,35.61,81.08," The woman kneels onto the ground, cutting and applying tiles.",woman,kneel onto,ground
4238,2192,v_K2l7ops-tno,https://www.youtube.com/watch?v=K2l7ops-tno,109.56,35.61,81.08," The woman kneels onto the ground, cutting and applying tiles.",woman,cut,tiles
4239,2192,v_K2l7ops-tno,https://www.youtube.com/watch?v=K2l7ops-tno,109.56,35.61,81.08," The woman kneels onto the ground, cutting and applying tiles.",woman,apply,tiles
4240,2193,v_K2l7ops-tno,https://www.youtube.com/watch?v=K2l7ops-tno,109.56,82.72,109.56," A man rolls a pressure roller over the finished floor before the woman returns, speaking about the finished product.",man,roll,floor
4241,2193,v_K2l7ops-tno,https://www.youtube.com/watch?v=K2l7ops-tno,109.56,82.72,109.56," A man rolls a pressure roller over the finished floor before the woman returns, speaking about the finished product.",floor,is,finished
4242,2194,v_K2l7ops-tno,https://www.youtube.com/watch?v=K2l7ops-tno,109.56,82.72,109.56," A man rolls a pressure roller over the finished floor before the woman returns, speaking about the finished product.",woman,speak,product
4243,2194,v_K2l7ops-tno,https://www.youtube.com/watch?v=K2l7ops-tno,109.56,82.72,109.56," A man rolls a pressure roller over the finished floor before the woman returns, speaking about the finished product.",woman,return,product
4244,2195,v_mB90PudOrnU,https://www.youtube.com/watch?v=mB90PudOrnU,27.37,0,27.37,A girl is giving a small dog a bath.,girl,give,dog
4245,2195,v_mB90PudOrnU,https://www.youtube.com/watch?v=mB90PudOrnU,27.37,0,27.37,A girl is giving a small dog a bath.,dog,is,small
4246,2196,v_mB90PudOrnU,https://www.youtube.com/watch?v=mB90PudOrnU,27.37,20.26,21.48, She has an orange bottle in her hand.,bottle,is,orange
4247,2196,v_mB90PudOrnU,https://www.youtube.com/watch?v=mB90PudOrnU,27.37,20.26,21.48, She has an orange bottle in her hand.,bottle,in,hand
4248,2196,v_mB90PudOrnU,https://www.youtube.com/watch?v=mB90PudOrnU,27.37,20.26,21.48, She has an orange bottle in her hand.,woman,have,bottle
4249,2197,v_g7IZWqeyM20,https://www.youtube.com/watch?v=g7IZWqeyM20,117.88,0,2.95,"A white intro screen appears with a red,white and black art swirl on the left side red and black words on the right that say ""England Squash&Racketball"" and the website in black at the bottom.",website,is,black
4250,2197,v_g7IZWqeyM20,https://www.youtube.com/watch?v=g7IZWqeyM20,117.88,0,2.95,"A white intro screen appears with a red,white and black art swirl on the left side red and black words on the right that say ""England Squash&Racketball"" and the website in black at the bottom.",website,in,english
4251,2197,v_g7IZWqeyM20,https://www.youtube.com/watch?v=g7IZWqeyM20,117.88,0,2.95,"A white intro screen appears with a red,white and black art swirl on the left side red and black words on the right that say ""England Squash&Racketball"" and the website in black at the bottom.",website,is,squash  racketball
4252,2198,v_g7IZWqeyM20,https://www.youtube.com/watch?v=g7IZWqeyM20,117.88,0,2.95,"A white intro screen appears with a red,white and black art swirl on the left side red and black words on the right that say ""England Squash&Racketball"" and the website in black at the bottom.",art swirl,is,red
4253,2198,v_g7IZWqeyM20,https://www.youtube.com/watch?v=g7IZWqeyM20,117.88,0,2.95,"A white intro screen appears with a red,white and black art swirl on the left side red and black words on the right that say ""England Squash&Racketball"" and the website in black at the bottom.",art swirl,is,white
4254,2198,v_g7IZWqeyM20,https://www.youtube.com/watch?v=g7IZWqeyM20,117.88,0,2.95,"A white intro screen appears with a red,white and black art swirl on the left side red and black words on the right that say ""England Squash&Racketball"" and the website in black at the bottom.",art swirl,is,black
4255,2198,v_g7IZWqeyM20,https://www.youtube.com/watch?v=g7IZWqeyM20,117.88,0,2.95,"A white intro screen appears with a red,white and black art swirl on the left side red and black words on the right that say ""England Squash&Racketball"" and the website in black at the bottom.",art swirl,on side of,screen
4256,2199,v_g7IZWqeyM20,https://www.youtube.com/watch?v=g7IZWqeyM20,117.88,0,2.95,"A white intro screen appears with a red,white and black art swirl on the left side red and black words on the right that say ""England Squash&Racketball"" and the website in black at the bottom.",words,is,black
4257,2199,v_g7IZWqeyM20,https://www.youtube.com/watch?v=g7IZWqeyM20,117.88,0,2.95,"A white intro screen appears with a red,white and black art swirl on the left side red and black words on the right that say ""England Squash&Racketball"" and the website in black at the bottom.",words,on right side of,England
4258,2199,v_g7IZWqeyM20,https://www.youtube.com/watch?v=g7IZWqeyM20,117.88,0,2.95,"A white intro screen appears with a red,white and black art swirl on the left side red and black words on the right that say ""England Squash&Racketball"" and the website in black at the bottom.",words,is,red
4259,2199,v_g7IZWqeyM20,https://www.youtube.com/watch?v=g7IZWqeyM20,117.88,0,2.95,"A white intro screen appears with a red,white and black art swirl on the left side red and black words on the right that say ""England Squash&Racketball"" and the website in black at the bottom.",words,say,squash
4260,2199,v_g7IZWqeyM20,https://www.youtube.com/watch?v=g7IZWqeyM20,117.88,0,2.95,"A white intro screen appears with a red,white and black art swirl on the left side red and black words on the right that say ""England Squash&Racketball"" and the website in black at the bottom.",words,say,racketball
4261,2200,v_g7IZWqeyM20,https://www.youtube.com/watch?v=g7IZWqeyM20,117.88,2.95,110.8,"A man appears with a racket and he's talking to the camera as he hits a racketball then various small clips play afterwards that include him hitting the racketball as well as various other people playing, too.",man,hit,racketball
4262,2200,v_g7IZWqeyM20,https://www.youtube.com/watch?v=g7IZWqeyM20,117.88,2.95,110.8,"A man appears with a racket and he's talking to the camera as he hits a racketball then various small clips play afterwards that include him hitting the racketball as well as various other people playing, too.",man,have,racket
4263,2201,v_g7IZWqeyM20,https://www.youtube.com/watch?v=g7IZWqeyM20,117.88,2.95,110.8,"A man appears with a racket and he's talking to the camera as he hits a racketball then various small clips play afterwards that include him hitting the racketball as well as various other people playing, too.",people,play,racketball
4264,2201,v_g7IZWqeyM20,https://www.youtube.com/watch?v=g7IZWqeyM20,117.88,2.95,110.8,"A man appears with a racket and he's talking to the camera as he hits a racketball then various small clips play afterwards that include him hitting the racketball as well as various other people playing, too.",people,play,tennis
4265,2201,v_g7IZWqeyM20,https://www.youtube.com/watch?v=g7IZWqeyM20,117.88,2.95,110.8,"A man appears with a racket and he's talking to the camera as he hits a racketball then various small clips play afterwards that include him hitting the racketball as well as various other people playing, too.",people,play,
4266,2202,v_g7IZWqeyM20,https://www.youtube.com/watch?v=g7IZWqeyM20,117.88,110.8,117.88,The outro screen appears and it's exactly like the white intro screen.,screen,is,intro screen
4267,2202,v_g7IZWqeyM20,https://www.youtube.com/watch?v=g7IZWqeyM20,117.88,110.8,117.88,The outro screen appears and it's exactly like the white intro screen.,screen,is,outro screen
4268,2203,v_T49ZxNX1DFM,https://www.youtube.com/watch?v=T49ZxNX1DFM,58.34,4.07,43.75,There are people throwing balls to each other in the pool.,people,in,pool
4269,2204,v_T49ZxNX1DFM,https://www.youtube.com/watch?v=T49ZxNX1DFM,58.34,30.04,43.75, there are people swimming to the other side of the pool.,people,swim to,side
4270,2204,v_T49ZxNX1DFM,https://www.youtube.com/watch?v=T49ZxNX1DFM,58.34,30.04,43.75, there are people swimming to the other side of the pool.,side,is,other
4271,2205,v_jUPbimyUndA,https://www.youtube.com/watch?v=jUPbimyUndA,19.89,0,4.88,woman is walking wearing a bikini and eating a chocolate is snowy day.,woman,eat,chocolate
4272,2207,v_jUPbimyUndA,https://www.youtube.com/watch?v=jUPbimyUndA,19.89,0,4.57, people are in sidewalk watching the girl walks.,people,watch,girl
4273,2207,v_jUPbimyUndA,https://www.youtube.com/watch?v=jUPbimyUndA,19.89,0,4.57, people are in sidewalk watching the girl walks.,people,in,sidewalk
4274,2208,v_jUPbimyUndA,https://www.youtube.com/watch?v=jUPbimyUndA,19.89,4.57,12.84, woman is in a restaurant wearing a bikini and two aiter are watching her.,woman,in,restaurant
4275,2209,v_jUPbimyUndA,https://www.youtube.com/watch?v=jUPbimyUndA,19.89,4.57,12.84, woman is in a restaurant wearing a bikini and two aiter are watching her.,aiters,is,2
4276,2209,v_jUPbimyUndA,https://www.youtube.com/watch?v=jUPbimyUndA,19.89,4.57,12.84, woman is in a restaurant wearing a bikini and two aiter are watching her.,aiters,watch,her
4277,2210,v_jUPbimyUndA,https://www.youtube.com/watch?v=jUPbimyUndA,19.89,12.93,19.89, woman walks in a airport eating a restaurant.,woman,walk in,restaurant
4278,2211,v_jUPbimyUndA,https://www.youtube.com/watch?v=jUPbimyUndA,19.89,12.93,19.89, woman walks in a airport eating a restaurant.,woman,walk in,airport
4279,2212,v_7lv1VOxIng4,https://www.youtube.com/watch?v=7lv1VOxIng4,233.8,0,233.8,A little girl is putting makeup on her face.,girl,put,makeup
4280,2213,v_7lv1VOxIng4,https://www.youtube.com/watch?v=7lv1VOxIng4,233.8,71.3,88.83, She puts lipstick on her lips.,lipstick,on,lips
4281,2214,v_7lv1VOxIng4,https://www.youtube.com/watch?v=7lv1VOxIng4,233.8,106.37,149.63, She puts mascara on her eyelashes.,mascara,on,eyelashes
4282,2215,v_7lv1VOxIng4,https://www.youtube.com/watch?v=7lv1VOxIng4,233.8,163.66,173, She sprays body spray on her shirt.,body spray,on,shirt
4283,2215,v_7lv1VOxIng4,https://www.youtube.com/watch?v=7lv1VOxIng4,233.8,163.66,173, She sprays body spray on her shirt.,body spray,is,white
4284,2216,v_7lv1VOxIng4,https://www.youtube.com/watch?v=7lv1VOxIng4,233.8,189.38,224.44, She puts eye shadow on her eyes.,eye shadow,on,eyes
4285,2217,v_iE3I2ICIvHE,https://www.youtube.com/watch?v=iE3I2ICIvHE,100.68,0,23.65,A gymnast is seen standing ready before a beam and then jumping on to perform a routine.,gymnast,stand before,beam
4286,2218,v_iE3I2ICIvHE,https://www.youtube.com/watch?v=iE3I2ICIvHE,100.68,0,23.65,A gymnast is seen standing ready before a beam and then jumping on to perform a routine.,gymnast,perform,routine
4287,2218,v_iE3I2ICIvHE,https://www.youtube.com/watch?v=iE3I2ICIvHE,100.68,0,23.65,A gymnast is seen standing ready before a beam and then jumping on to perform a routine.,gymnast,jump on,perform
4288,2219,v_iE3I2ICIvHE,https://www.youtube.com/watch?v=iE3I2ICIvHE,100.68,17.12,100.68," The girl then performs several flips and tricks on the beam, ending with her jumping off the side with her legs together and holding her arms up.",girl,perform,flips
4289,2219,v_iE3I2ICIvHE,https://www.youtube.com/watch?v=iE3I2ICIvHE,100.68,17.12,100.68," The girl then performs several flips and tricks on the beam, ending with her jumping off the side with her legs together and holding her arms up.",girl,perform,tricks
4290,2220,v_iE3I2ICIvHE,https://www.youtube.com/watch?v=iE3I2ICIvHE,100.68,17.12,100.68," The girl then performs several flips and tricks on the beam, ending with her jumping off the side with her legs together and holding her arms up.",girl,hold,arms
4291,2220,v_iE3I2ICIvHE,https://www.youtube.com/watch?v=iE3I2ICIvHE,100.68,17.12,100.68," The girl then performs several flips and tricks on the beam, ending with her jumping off the side with her legs together and holding her arms up.",girl,jump off,side
4292,2220,v_iE3I2ICIvHE,https://www.youtube.com/watch?v=iE3I2ICIvHE,100.68,17.12,100.68," The girl then performs several flips and tricks on the beam, ending with her jumping off the side with her legs together and holding her arms up.",girl,have,legs
4293,2220,v_iE3I2ICIvHE,https://www.youtube.com/watch?v=iE3I2ICIvHE,100.68,17.12,100.68," The girl then performs several flips and tricks on the beam, ending with her jumping off the side with her legs together and holding her arms up.",girl,hold,legs
4294,2220,v_iE3I2ICIvHE,https://www.youtube.com/watch?v=iE3I2ICIvHE,100.68,17.12,100.68," The girl then performs several flips and tricks on the beam, ending with her jumping off the side with her legs together and holding her arms up.",girl,have,arms
4295,2221,v_-AjZCBMb4qU,https://www.youtube.com/watch?v=-AjZCBMb4qU,116.69,0,56.02,"A girl is seating in front of a table, playing an accordian.",girl,sit in front of,table
4296,2222,v_-AjZCBMb4qU,https://www.youtube.com/watch?v=-AjZCBMb4qU,116.69,0,56.02,"A girl is seating in front of a table, playing an accordian.",girl,play,accordion
4297,2223,v_-AjZCBMb4qU,https://www.youtube.com/watch?v=-AjZCBMb4qU,116.69,58.93,116.69, She stares at the camera as she plays the keyboard and pulls the accordian in and out.,woman,play,keyboard
4298,2223,v_-AjZCBMb4qU,https://www.youtube.com/watch?v=-AjZCBMb4qU,116.69,58.93,116.69, She stares at the camera as she plays the keyboard and pulls the accordian in and out.,woman,stare at,camera
4299,2224,v_-AjZCBMb4qU,https://www.youtube.com/watch?v=-AjZCBMb4qU,116.69,58.93,116.69, She stares at the camera as she plays the keyboard and pulls the accordian in and out.,accordian,in,pull
4300,2225,v_RisNywzGXt8,https://www.youtube.com/watch?v=RisNywzGXt8,63.52,0,4.44,A lady pulls and fixes her outfit.,lady,pull,outfit
4301,2225,v_RisNywzGXt8,https://www.youtube.com/watch?v=RisNywzGXt8,63.52,0,4.44,A lady pulls and fixes her outfit.,lady,fix,outfit
4302,2226,v_RisNywzGXt8,https://www.youtube.com/watch?v=RisNywzGXt8,63.52,6.98,8.89, The lady messes with her hair.,lady,mess with,hair
4303,2227,v_RisNywzGXt8,https://www.youtube.com/watch?v=RisNywzGXt8,63.52,9.21,61.61, The lady tries on shoes while standing and sitting.,lady,try on,shoes
4304,2227,v_RisNywzGXt8,https://www.youtube.com/watch?v=RisNywzGXt8,63.52,9.21,61.61, The lady tries on shoes while standing and sitting.,lady,stand,shoes
4305,2227,v_RisNywzGXt8,https://www.youtube.com/watch?v=RisNywzGXt8,63.52,9.21,61.61, The lady tries on shoes while standing and sitting.,lady,sit on,shoes
4306,2228,v_IT9uvR9yjxI,https://www.youtube.com/watch?v=IT9uvR9yjxI,110.66,0,39.29,An intro is shown of maps and a house close up.,house,close up,house
4307,2228,v_IT9uvR9yjxI,https://www.youtube.com/watch?v=IT9uvR9yjxI,110.66,0,39.29,An intro is shown of maps and a house close up.,maps,show,house
4308,2231,v_IT9uvR9yjxI,https://www.youtube.com/watch?v=IT9uvR9yjxI,110.66,76.91,109.01, More pictures are shown of trucks parked as well as logos.,pictures,show,trucks
4309,2231,v_IT9uvR9yjxI,https://www.youtube.com/watch?v=IT9uvR9yjxI,110.66,76.91,109.01, More pictures are shown of trucks parked as well as logos.,pictures,show,logos
4310,2232,v_YRRcCaxIoR4,https://www.youtube.com/watch?v=YRRcCaxIoR4,97.56,0,2.93,Pole Vault Greats is on the screen.,greats,on,screen
4311,2233,v_YRRcCaxIoR4,https://www.youtube.com/watch?v=YRRcCaxIoR4,97.56,2.93,97.56,  There are several scenes of men and women pole vaulting.,men,pole vault,women
4312,2235,v_F4eF_nO2UFs,https://www.youtube.com/watch?v=F4eF_nO2UFs,215.02,6.44,207.49, Tools sit on a table and we see a person unpack a bike and assemble it.,tools,sit on,table
4313,2236,v_F4eF_nO2UFs,https://www.youtube.com/watch?v=F4eF_nO2UFs,215.02,6.44,207.49, Tools sit on a table and we see a person unpack a bike and assemble it.,person,assemble,bike
4314,2237,v_F4eF_nO2UFs,https://www.youtube.com/watch?v=F4eF_nO2UFs,215.02,112.87,131.16, We see the man put a tire on the bike.,man,put on,bike
4315,2237,v_F4eF_nO2UFs,https://www.youtube.com/watch?v=F4eF_nO2UFs,215.02,112.87,131.16, We see the man put a tire on the bike.,tire,on,bike
4316,2238,v_F4eF_nO2UFs,https://www.youtube.com/watch?v=F4eF_nO2UFs,215.02,134.38,172, A person tightens the holds on the handlebars.,person,tighten,handlebars
4317,2239,v_F4eF_nO2UFs,https://www.youtube.com/watch?v=F4eF_nO2UFs,215.02,175.24,206.41, The man puts grease on the paddles and installs them before airing the tires.,man,put,grease
4318,2239,v_F4eF_nO2UFs,https://www.youtube.com/watch?v=F4eF_nO2UFs,215.02,175.24,206.41, The man puts grease on the paddles and installs them before airing the tires.,paddle,is,grease
4319,2240,v_F4eF_nO2UFs,https://www.youtube.com/watch?v=F4eF_nO2UFs,215.02,175.24,206.41, The man puts grease on the paddles and installs them before airing the tires.,man,install,paddles
4320,2240,v_F4eF_nO2UFs,https://www.youtube.com/watch?v=F4eF_nO2UFs,215.02,175.24,206.41, The man puts grease on the paddles and installs them before airing the tires.,man,install,tires
4321,2241,v_F4eF_nO2UFs,https://www.youtube.com/watch?v=F4eF_nO2UFs,215.02,206.41,208.57, We then see the finished bike.,bike,is,finished
4322,2243,v_ux4iT6vQQb0,https://www.youtube.com/watch?v=ux4iT6vQQb0,73.13,0,24.87,People run motocross on a bumpy road in the wood.,people,run,motocross
4323,2243,v_ux4iT6vQQb0,https://www.youtube.com/watch?v=ux4iT6vQQb0,73.13,0,24.87,People run motocross on a bumpy road in the wood.,road,is,bumpy
4324,2243,v_ux4iT6vQQb0,https://www.youtube.com/watch?v=ux4iT6vQQb0,73.13,0,24.87,People run motocross on a bumpy road in the wood.,road,in,woods
4325,2243,v_ux4iT6vQQb0,https://www.youtube.com/watch?v=ux4iT6vQQb0,73.13,0,24.87,People run motocross on a bumpy road in the wood.,people,run on,road
4326,2244,v_ux4iT6vQQb0,https://www.youtube.com/watch?v=ux4iT6vQQb0,73.13,24.87,40.22, A person climbs a bump with a motorcycle.,person,climb,motorcycle
4327,2244,v_ux4iT6vQQb0,https://www.youtube.com/watch?v=ux4iT6vQQb0,73.13,24.87,40.22, A person climbs a bump with a motorcycle.,motorcycle,with,bump
4328,2245,v_ux4iT6vQQb0,https://www.youtube.com/watch?v=ux4iT6vQQb0,73.13,40.22,71.68, Also people rides motorcycles on an unpaved flat surface.,surface,is,flat
4329,2245,v_ux4iT6vQQb0,https://www.youtube.com/watch?v=ux4iT6vQQb0,73.13,40.22,71.68, Also people rides motorcycles on an unpaved flat surface.,people,ride,motorcycles
4330,2245,v_ux4iT6vQQb0,https://www.youtube.com/watch?v=ux4iT6vQQb0,73.13,40.22,71.68, Also people rides motorcycles on an unpaved flat surface.,surface,is,unpaved
4331,2246,v_OtcJMIJTTx4,https://www.youtube.com/watch?v=OtcJMIJTTx4,8.07,0,4.69,A little girl stands on a diving board.,girl,stand on,diving board
4332,2247,v_OtcJMIJTTx4,https://www.youtube.com/watch?v=OtcJMIJTTx4,8.07,4.76,7.96,"Then the little girl jumps, flip and dives in the swimming pool.",girl,jump in,swimming pool
4333,2247,v_OtcJMIJTTx4,https://www.youtube.com/watch?v=OtcJMIJTTx4,8.07,4.76,7.96,"Then the little girl jumps, flip and dives in the swimming pool.",girl,flip in,swimming pool
4334,2247,v_OtcJMIJTTx4,https://www.youtube.com/watch?v=OtcJMIJTTx4,8.07,4.76,7.96,"Then the little girl jumps, flip and dives in the swimming pool.",girl,dive in,swimming pool
4335,2248,v_OtcJMIJTTx4,https://www.youtube.com/watch?v=OtcJMIJTTx4,8.07,0,8.07, People are in the swimming pool.,people,in,swimming pool
4336,2249,v_WltsIClflnA,https://www.youtube.com/watch?v=WltsIClflnA,68.87,0,13.43,kid is swinging on a playground.,kid,swing on,playground
4337,2250,v_WltsIClflnA,https://www.youtube.com/watch?v=WltsIClflnA,68.87,13.43,59.22, woman runs to the swings and sits.,woman,run to,swings
4338,2250,v_WltsIClflnA,https://www.youtube.com/watch?v=WltsIClflnA,68.87,13.43,59.22, woman runs to the swings and sits.,woman,sit on,swings
4339,2251,v_WltsIClflnA,https://www.youtube.com/watch?v=WltsIClflnA,68.87,60.25,68.87, woman stands and foot up.,woman,stand,foot
4340,2251,v_WltsIClflnA,https://www.youtube.com/watch?v=WltsIClflnA,68.87,60.25,68.87, woman stands and foot up.,foot,is,up
4341,2252,v_EOSvdsejPQQ,https://www.youtube.com/watch?v=EOSvdsejPQQ,143.8,7.9,33.79,A man is sitting on the stairs playing a harmonica.,man,sit on,stairs
4342,2253,v_EOSvdsejPQQ,https://www.youtube.com/watch?v=EOSvdsejPQQ,143.8,33.06,133.02, He stands up and continues playing it.,man,stand up,play
4343,2254,v_EOSvdsejPQQ,https://www.youtube.com/watch?v=EOSvdsejPQQ,143.8,133.74,143.8, Words come up on the screen.,words,come up on,screen
4344,2255,v_JBTiD2-FcR0,https://www.youtube.com/watch?v=JBTiD2-FcR0,50.11,0,7.01,A closeup of a bag of cement mix is shown.,bag,is,cement
4345,2256,v_JBTiD2-FcR0,https://www.youtube.com/watch?v=JBTiD2-FcR0,50.11,7.51,11.77, One man adds water into a container while another watches.,man,add,water
4346,2256,v_JBTiD2-FcR0,https://www.youtube.com/watch?v=JBTiD2-FcR0,50.11,7.51,11.77, One man adds water into a container while another watches.,water,in,container
4347,2257,v_JBTiD2-FcR0,https://www.youtube.com/watch?v=JBTiD2-FcR0,50.11,7.51,11.77, One man adds water into a container while another watches.,man,watch,
4348,2258,v_JBTiD2-FcR0,https://www.youtube.com/watch?v=JBTiD2-FcR0,50.11,12.52,22.29, The first man pours the cement mix into the container.,man,pour,cement mix
4349,2258,v_JBTiD2-FcR0,https://www.youtube.com/watch?v=JBTiD2-FcR0,50.11,12.52,22.29, The first man pours the cement mix into the container.,man,is,first
4350,2259,v_JBTiD2-FcR0,https://www.youtube.com/watch?v=JBTiD2-FcR0,50.11,12.52,32.31, The second man uses a mixer on the container.,man,is,2nd
4351,2259,v_JBTiD2-FcR0,https://www.youtube.com/watch?v=JBTiD2-FcR0,50.11,12.52,32.31, The second man uses a mixer on the container.,man,on,container
4352,2260,v_JBTiD2-FcR0,https://www.youtube.com/watch?v=JBTiD2-FcR0,50.11,32.81,50.11, one of the men applies the mixture to a wall.,man,apply to,wall
4353,2261,v_Tovbyt_ZiIc,https://www.youtube.com/watch?v=Tovbyt_ZiIc,203.44,0,6.09,Opening credits show the description of the video.,description,show,video
4354,2262,v_Tovbyt_ZiIc,https://www.youtube.com/watch?v=Tovbyt_ZiIc,203.44,6.09,35.59, A woman waves her hand and acknowledges her hair and face as she continues to talk.,woman,wave,hand
4355,2262,v_Tovbyt_ZiIc,https://www.youtube.com/watch?v=Tovbyt_ZiIc,203.44,6.09,35.59, A woman waves her hand and acknowledges her hair and face as she continues to talk.,woman,have,face
4356,2264,v_Tovbyt_ZiIc,https://www.youtube.com/watch?v=Tovbyt_ZiIc,203.44,35.59,186.16, The woman has her hair down and starts styling her hair.,hair,is,down
4357,2265,v_Tovbyt_ZiIc,https://www.youtube.com/watch?v=Tovbyt_ZiIc,203.44,35.59,186.16, The woman has her hair down and starts styling her hair.,woman,start,style
4358,2266,v_Tovbyt_ZiIc,https://www.youtube.com/watch?v=Tovbyt_ZiIc,203.44,186.16,203.44, She completes styling her hair and continues to talk.,hair,is,styled
