,video_id,video_path,begin_frame,end_frame,captions,subject,predicate,object
18422,v_tJbScqVWPsU,https://www.youtube.com/watch?v=tJbScqVWPsU,26.1,133.51, They are cheering as several professional skateboarders perform stunts in a ramp pit.,skateboarders,perform,stunts
49826,v_1zyyumIi0iQ,https://www.youtube.com/watch?v=1zyyumIi0iQ,84.76,169.52, They perform a routine shown by several videos and pictures and continue showing various tricks backstage and on stage.,tricks,show on,stage
35799,v_UiK3kYsvvQ8,https://www.youtube.com/watch?v=UiK3kYsvvQ8,41.37,132.8, The women dance all around the stage while lights flash around them.,lights,flash around,them
40736,v_JRg3W4xKvJI,https://www.youtube.com/watch?v=JRg3W4xKvJI,5.45,159.02,"Clips of the shop exterior and interior are shown and it includes a person in an office, people in the shop working on the wood pieces, people being interviewed, wood supplies, and the finished wood pieces themselves.",wood pieces,on,office
60770,v_e0Qj2F3V6fM,https://www.youtube.com/watch?v=e0Qj2F3V6fM,0.0,23.61,The video stats explaining how to make Omelette muffins.,video stats,is,10
60550,v_kkEjwEXkz3w,https://www.youtube.com/watch?v=kkEjwEXkz3w,0.39,14.47,A person's hands with nails are shown followed by two women talking to the camera.,women,talk to,camera
41548,v_pbZVsdQNWNU,https://www.youtube.com/watch?v=pbZVsdQNWNU,0.0,10.59,We see a hockey goalie skating on the ice.,goalie,have,skates
80967,v_Fpivz0Yie_Q,https://www.youtube.com/watch?v=Fpivz0Yie_Q,53.34,176.13,A group of men are at a starting line of a large motor cross track and they begin to go around and around while people watch on.,people,watch on,men
20928,v_19YCgLDhfoE,https://www.youtube.com/watch?v=19YCgLDhfoE,1.59,12.75,A woman exercise sniping a stick on her hand in a filed.,field,in,woman
911,v_Vjsd6Ec6eKA,https://www.youtube.com/watch?v=Vjsd6Ec6eKA,133.75,152.86, They smile and laugh as they continue to perform stunts.,perform stunts,is,2
28464,v_8xYzQMbI5fM,https://www.youtube.com/watch?v=8xYzQMbI5fM,47.64,80.76," He then wipes down the area, measures out more area, and then rolling the paper down over a tool.",area,is,8
26570,v_Jk3oA2mhPD8,https://www.youtube.com/watch?v=Jk3oA2mhPD8,0.0,96.16,A young girl is doing gymnastics on a blue mat.,girl,on,mat
42559,v_6fjc0Brqa7A,https://www.youtube.com/watch?v=6fjc0Brqa7A,0.63,50.68,"Various shots of landscapes are shown followed by a woman speaking to the camera, gearing up, and riding behind a vehicle.",landscapes,show,gear up
66029,v_cwhkG3LhZO8,https://www.youtube.com/watch?v=cwhkG3LhZO8,8.37,87.9, He then walked with both his elbows up towards the road.,elbows,is,2
17538,v_0p34rFNYj_M,https://www.youtube.com/watch?v=0p34rFNYj_M,34.87,53.98, The woman in polka dots is sitting on the ground and showing her pants.,pants,is,polka dots
19405,v_CIJp-SG3sWE,https://www.youtube.com/watch?v=CIJp-SG3sWE,24.73,28.58, The girl swims to the edge of the pool.,girl,swim to,edge
45162,v_R2izNBHhctM,https://www.youtube.com/watch?v=R2izNBHhctM,16.38,49.85," She took the left paw to clip, the cat looked up and the woman looked down and gave her a quick kiss on the head.",woman,look up,cat
75737,v_PVAHm5MjHdw,https://www.youtube.com/watch?v=PVAHm5MjHdw,0.0,172.87,A group of baton twirlers are practices their routine for an upcoming competition.,baton twirlers,is,upcoming
6962,v_XGwP_Y-x-dI,https://www.youtube.com/watch?v=XGwP_Y-x-dI,48.41,50.73," A person drops their shovel in the driveway, then runs to the end of the driveway to play in the snow, then goes back and picks the shovel back up to shovel again.",person,run to,end of driveway
34741,v_JAEMwQqh51c,https://www.youtube.com/watch?v=JAEMwQqh51c,12.23,30.19,The chain is then placed around a tree stump and the man picks up an ax.,chain,around,tree stump
78658,v_7hRls13HJow,https://www.youtube.com/watch?v=7hRls13HJow,24.52,42.41, The camera man talks to the girl about cleaning and why she likes it.,camera man,talk to,girl
51425,v_p1yEPOr467M,https://www.youtube.com/watch?v=p1yEPOr467M,45.13,48.37, A large group on inter tubes are pulled on tug ropes in the water then hit a large wave and flip into the air.,inter tubes,is,tug ropes
66412,v_TssNxg5XJ-o,https://www.youtube.com/watch?v=TssNxg5XJ-o,20.56,56.54, He places the hook near the hole but the man grabs a fish on a string.,hook,near,hole
56805,v_xmStXpxlG_I,https://www.youtube.com/watch?v=xmStXpxlG_I,0.0,9.13,A toddler hits a pi챰ata with a bat while it is spinning.,piata,spin,
35843,v_74HRnmwIhfM,https://www.youtube.com/watch?v=74HRnmwIhfM,35.27,62.0,Salt is then added to a pan and the spaghetti begins to boil.,spaghetti,begin to,boil
79154,v_zc7_D9RiOY0,https://www.youtube.com/watch?v=zc7_D9RiOY0,24.61,60.87," Another scuba diver took off his eye masks, while behind him are other scuba divers swimming, then he put back is masked on and give an okay sign with his fingers.",scuba divers,is,1
767,v_y7WO-8cQfO0,https://www.youtube.com/watch?v=y7WO-8cQfO0,156.26,191.73," The video ends with credits showing the young man's name, along with the names of those who assisted him.",names,is,assisted
7126,v_xm01x3C3RJo,https://www.youtube.com/watch?v=xm01x3C3RJo,78.03,193.93, She rubs shampoo on the dogs fur.,shampoo,on,fur
76893,v_T3DSDybuBsU,https://www.youtube.com/watch?v=T3DSDybuBsU,65.96,85.66," People throw sponges at a man, fist fight, and shoot more arrows at others.",people,throw at,fist fight
6143,v_yPEf9ajKwI8,https://www.youtube.com/watch?v=yPEf9ajKwI8,104.13,168.13, They are remodeling the floor from carpet to wood floors.,floor,is,carpet
42382,v_tSUzEX6ps0s,https://www.youtube.com/watch?v=tSUzEX6ps0s,63.79,109.63,"Now,the sub is toasted a lettuce and tomatoes are added along with cucumbers,anchovies,oil,vinegar and mayo.",lettuce,add,mayo
3874,v_LvRP3c5n3P8,https://www.youtube.com/watch?v=LvRP3c5n3P8,75.0,105.0," Then, the man makes a call and leaves green sparkles on the phone that it is passes to the hand of a nurse that grabs the phone.",man,make,call
52528,v_ean7ZR6XmG4,https://www.youtube.com/watch?v=ean7ZR6XmG4,8.51,38.3, man is watching the man while eats and talking to him.,man,eat,man
69391,v_1R25VGmqS9o,https://www.youtube.com/watch?v=1R25VGmqS9o,49.09,72.19, The girl in the red looks like she almost makes it before running off.,girl,in,red
44571,v_EZsumzBA68I,https://www.youtube.com/watch?v=EZsumzBA68I,30.66,88.14, The man sprays paint all along the wall while the camera captures his movements.,man,spray,paint
66107,v_wjcCl0jPxO4,https://www.youtube.com/watch?v=wjcCl0jPxO4,5.91,55.71,There's a woman in a maroon shirt washing her face in the sink.,shirt,is,maroon
67113,v_PLPUWZ7XZDo,https://www.youtube.com/watch?v=PLPUWZ7XZDo,80.19,98.41, She lifts the kettle bell and puts it back down.,kettle bell,put down,woman
4387,v_Uofnmkfohkc,https://www.youtube.com/watch?v=Uofnmkfohkc,0.0,27.09,A young child is seen riding a skateboard down a road following a group of older boys.,boys,follow,him
37824,v_qPZwXF1Xcpw,https://www.youtube.com/watch?v=qPZwXF1Xcpw,0.0,15.87,"The camera pans over a grass field surrounded by a track, with people doing indistinct things in the background.",camera,pan over,field
30048,v_YCHmXwLhs3A,https://www.youtube.com/watch?v=YCHmXwLhs3A,0.0,213.76,A man is assembling a bike on a table.,bike,on,table
31179,v_6I1aP4O04R8,https://www.youtube.com/watch?v=6I1aP4O04R8,0.0,104.78,A large pile of leaves are seen blowing around a yard as a person uses a tool to push them along.,person,push along,tool
3176,v_62h9hnNTKWM,https://www.youtube.com/watch?v=62h9hnNTKWM,27.79,56.26, She jumps right onto the horse bar and does some front and back flips.,flips,is,2
46584,v_wHxB-5jKjbQ,https://www.youtube.com/watch?v=wHxB-5jKjbQ,37.38,73.78," Two men in a canoe sail near the bank of the river, but then sail in the river.",canoe,near,bank
39906,v_vLJz4a4NvRI,https://www.youtube.com/watch?v=vLJz4a4NvRI,50.26,53.4, We see a C emblem screen.,emblem,is,screen
55593,v_rVYuVW9tB3U,https://www.youtube.com/watch?v=rVYuVW9tB3U,10.42,27.25, The suma wrestlers prepare themselves.,wrestlers,is,suma
39594,v_IdEcXDZ4Cos,https://www.youtube.com/watch?v=IdEcXDZ4Cos,21.5,50.53, They bring out some raw meat.,meat,is,ingredient
544,v_FKl0077EUoY,https://www.youtube.com/watch?v=FKl0077EUoY,16.25,30.51, The person turns it on and then off off.,person,turn off,off
31707,v_Ayix_aDOrzs,https://www.youtube.com/watch?v=Ayix_aDOrzs,13.55,33.87, The kids sits patiently with a towel on her head and speaking to the camera.,kid,have,towel
40449,v_c21Y_pi3-Gg,https://www.youtube.com/watch?v=c21Y_pi3-Gg,0.0,40.35,Several close ups of sandwiches are seen as well as a person cutting up meat and vegetables.,person,cut,vegetables
78352,v_wLcpMJv83XY,https://www.youtube.com/watch?v=wLcpMJv83XY,129.28,169.0,"After,an instant replay is shown of the video being chopped and screwed with a circle highlighting the ball before it is thrown down the lane.",ball,before,throw down
65526,v__cLb2ZRS_4M,https://www.youtube.com/watch?v=_cLb2ZRS_4M,184.56,227.86,the guys do hand movements and stomps there feet lightly as part of the performance.,feet,is,part of
50611,v_eFq3gsEi9yI,https://www.youtube.com/watch?v=eFq3gsEi9yI,0.0,32.53,Two white pegs are shown in the wall with a red bed on the side and someone hitting it with a large block of wood.,person,hit with,block of wood
47000,v_aeEMrTpNUss,https://www.youtube.com/watch?v=aeEMrTpNUss,20.49,54.74, The man flips and spins himself around on the bars and ends by jumping down and waving his hands up.,man,end by,wave
65124,v_lVMMPkvnid8,https://www.youtube.com/watch?v=lVMMPkvnid8,0.0,28.47,Team of Bolivian bowlers get ready to start bowling by practicing a technique taught by Jason Belmont by putting two fingers in the holes and using two hands to spin the ball.,bowlers,get ready to start,bowling
32989,v_zuqNxHmtBD8,https://www.youtube.com/watch?v=zuqNxHmtBD8,17.51,36.94, The jumper waits for the scores to appear on the screen and the man who jumped throws his hands in the air and runs away.,jumper,run away,
61281,v_FRoL-CpfbJ4,https://www.youtube.com/watch?v=FRoL-CpfbJ4,8.38,24.1, People sitting on the beach in a boat.,people,sit in,boat
36035,v_7AkyOhKkT6g,https://www.youtube.com/watch?v=7AkyOhKkT6g,0.0,19.97, Mj's mommy is playing around with her hair smoothing it out.,mom,is,playing
75794,v_vDaDT1vUOfI,https://www.youtube.com/watch?v=vDaDT1vUOfI,116.39,173.71, She displays several different swimming styles and moves.,swimming styles,is,2
51126,v_JA-B3KK9A-I,https://www.youtube.com/watch?v=JA-B3KK9A-I,0.0,5.95,An underwater view of blue water appear at the deep end of the pool.,water,appear at,end of
45181,v_G02h5bFOpCE,https://www.youtube.com/watch?v=G02h5bFOpCE,47.65,74.29, He surfs in the water some more.,surfer,surf in,water
60064,v_daDd48y4x0g,https://www.youtube.com/watch?v=daDd48y4x0g,3.97,8.14, We see a shadow on the plates.,shadow,on,plates
45558,v_FjfWqx-NL_w,https://www.youtube.com/watch?v=FjfWqx-NL_w,0.0,17.55,A little boy is in an outdoor parking lot.,boy,in,outdoor
32966,v_83a5nOzZU1g,https://www.youtube.com/watch?v=83a5nOzZU1g,25.36,92.23, She creates an alcoholic drink by pouring several different mixes together and the camera zooming in on the drink.,drink,pour,mixes
39233,v_ezugU3qibVQ,https://www.youtube.com/watch?v=ezugU3qibVQ,91.63,189.89,"The woman is now standing in a bathroom wearing a red sweater with hello kitty on the front and she's brushing her hair, rolling it in curlers and clipping each one individually with the silver clip and curlers she showed earlier.",sweater,have,hello kitty
67411,v_pq2xsK79FcQ,https://www.youtube.com/watch?v=pq2xsK79FcQ,19.93,26.15, The Florida Gator long jumper begins his run with a gradual forward walk then a skip and a fast sprint to the sand pit jumping marker.,skip,is,6
79247,v_iHQ-Kg4Fms8,https://www.youtube.com/watch?v=iHQ-Kg4Fms8,0.0,25.82,A man stand in the porch of a house looks around and smile.,house,have,porch
71056,v_Aqq8S79ZAhk,https://www.youtube.com/watch?v=Aqq8S79ZAhk,1.2,22.72,A camera pans around a room and leads into two women speaking and pulling out rock tiles.,room,have,tiles
8582,v_swId_MFHywI,https://www.youtube.com/watch?v=swId_MFHywI,15.68,19.03,  the instructor is talking.,instructor,talk,
13147,v_rFXOInUQjKo,https://www.youtube.com/watch?v=rFXOInUQjKo,35.67,59.57, He lowers himself down to another section of the window and wipes it with a blade.,man,lower,section of window
72089,v_TN73eY7B208,https://www.youtube.com/watch?v=TN73eY7B208,13.55,193.52," The females and man started to march, then danced, putting their arms up, then down and then they go forward then backward, sideways, and move their arms side to side, they also shake their hips and body.",females,dance,arms
77441,v_l9XzNcLiMKc,https://www.youtube.com/watch?v=l9XzNcLiMKc,196.39,218.21, They eat the cake at the end.,cake,eat at end of,cake
48180,v_lrxLP-R_ILw,https://www.youtube.com/watch?v=lrxLP-R_ILw,0.0,80.95,A girl does a tutorial on how to pack a bag.,girl,pack,bag
75019,v_U-N92yQynQA,https://www.youtube.com/watch?v=U-N92yQynQA,5.74,23.56,There is a badminton ladies double match taking place in an indoor court.,match,take place in,court
5378,v_p4RUPQAV0ro,https://www.youtube.com/watch?v=p4RUPQAV0ro,0.0,5.82,A man walks up and picks up a weight.,man,pick up,weight
10496,v_aF0gDTbcOxE,https://www.youtube.com/watch?v=aF0gDTbcOxE,104.07,209.21, The people continue using the robots and end by shaking hands and bowing with another man.,man,shake hands with,man
51682,v_zuNQFkkyBNo,https://www.youtube.com/watch?v=zuNQFkkyBNo,3.08,37.32, A lady in a lacy black and white bra sits in a black room under bright spot lights smoking a cigarette.,spot lights,is,bright
4519,v_hmT9H0IjiGs,https://www.youtube.com/watch?v=hmT9H0IjiGs,106.7,132.56, He then empties the juice a large cocktail bowl.,bowl,fill with,juice
43058,v_Oz4q98BhqKo,https://www.youtube.com/watch?v=Oz4q98BhqKo,195.74,200.84, The class finishes and stop dancing.,dancers,stop,dance
66303,v_lx5Yfoj7Gk8,https://www.youtube.com/watch?v=lx5Yfoj7Gk8,2.03,35.55,A close up of a machine is shown printing paper and leads into people working around the picture.,people,work around,picture
34497,v_WnLYDJ8Jwv8,https://www.youtube.com/watch?v=WnLYDJ8Jwv8,0.0,79.25,A girl is shown washing and scrubbing her face several times while speaking into the camera.,girl,wash,face
75237,v_mTtBz5d83C4,https://www.youtube.com/watch?v=mTtBz5d83C4,2.03,17.18,There are several people sledding down a snowy slope in round snow tubes.,people,is,snowy
46083,v_N-92_rikI8U,https://www.youtube.com/watch?v=N-92_rikI8U,29.61,62.93, The man is going down very fast and steadily while fully dressed in ski gear and goggles.,man,go down,steadily
69577,v_G1aYtrFJqUc,https://www.youtube.com/watch?v=G1aYtrFJqUc,8.37,35.24, He rolls up a carpet and sets it aside.,carpet,set aside,carpet
17409,v_Qs0hIRhHPVM,https://www.youtube.com/watch?v=Qs0hIRhHPVM,21.57,48.61, One man in blue shorts is kicking the kicking pad worn by the other man in black shorts.,man,is,kicking
28891,v_4QqoWbK2ELc,https://www.youtube.com/watch?v=4QqoWbK2ELc,0.9,9.03,"  The person is sitting down, first, strapped into bungee jumping gear.",person,is,strapped
20526,v__Yt94ffXcCE,https://www.youtube.com/watch?v=_Yt94ffXcCE,53.6,75.76,"  The boy shows a close up of the red hot tip of the tool, finishes welding, and pans the camera to another young boy dressed in the same protective welding gear behind him.",boy,show,tip
12904,v_2-xMWBQA7iM,https://www.youtube.com/watch?v=2-xMWBQA7iM,10.1,13.84, The man drink from his water.,man,drink from,water
77394,v_Hs1fGDcU6Js,https://www.youtube.com/watch?v=Hs1fGDcU6Js,45.23,134.78, The man then flips over and begins doing leg exercises.,man,flip over,do
3267,v_KpOSIph2hHw,https://www.youtube.com/watch?v=KpOSIph2hHw,0.0,3.76,We see a GoPro opening screen.,screen,is,GoPro
34870,v_Ai6RYjJ97Zg,https://www.youtube.com/watch?v=Ai6RYjJ97Zg,0.0,38.55,"A woman talks, then she puts slices of bread on a hot baking pan on the stove.",woman,talk,slices of bread
69530,v_VkdPyMG-Gvo,https://www.youtube.com/watch?v=VkdPyMG-Gvo,168.82,176.25," Then, the man hit a ball that enters the basket.",ball,enter,basket
42,v_nHE7u40plD0,https://www.youtube.com/watch?v=nHE7u40plD0,82.97,87.33, A little boy holding a yellow ball walks by.,boy,hold,ball
75648,v_zpJ91CkCiyw,https://www.youtube.com/watch?v=zpJ91CkCiyw,52.9,57.65, A man falls on the railing.,man,fall on,railing
37130,v_LNK_yYs6UOA,https://www.youtube.com/watch?v=LNK_yYs6UOA,0.0,1.98,A man walks into a circle on a field.,man,walk into,circle
28083,v_OzjjQ4SZ8PY,https://www.youtube.com/watch?v=OzjjQ4SZ8PY,137.99,154.18,They give ok signals to the person with the camera.,person,give,signals
79414,v_bXJMw4gLmGM,https://www.youtube.com/watch?v=bXJMw4gLmGM,9.57,36.67," He shows off an iron, then uses it to melt a piece of plastic.",plastic,is,piece
67667,v_dL9mlqbG5CU,https://www.youtube.com/watch?v=dL9mlqbG5CU,113.95,209.27, The video returns to the black and white environment where the curler and the band members are both singing.,band members,is,singing
7609,v_h0p_7Q2Bucc,https://www.youtube.com/watch?v=h0p_7Q2Bucc,22.78,50.43,He finally gets off the stairs and joins the others who are on the wooden diving board.,man,get off,stairs
22920,v_G3cINUdHdGo,https://www.youtube.com/watch?v=G3cINUdHdGo,6.01,11.5,  A man in a red shirt faces the camera and begins to talk while holding darts in his hand and while three men behind him watch.,men,watch,man
8359,v_aVL9ArQS_Ag,https://www.youtube.com/watch?v=aVL9ArQS_Ag,49.99,137.99," Then, the man put a clothe inside the boot and brush the shaft of the boot thoroughly.",man,put,clothe
19758,v_6jxqb8FyWnQ,https://www.youtube.com/watch?v=6jxqb8FyWnQ,20.46,40.13, One almost wins but the other pulls back quickly and wins while screaming and pushing.,screaming,is,4
63734,v_fZc3tkvUJe0,https://www.youtube.com/watch?v=fZc3tkvUJe0,1.07,54.6,A chef is seen speaking to a woman and leads into him holding knives and sharpening the sides.,chef,speak to,woman
21841,v_DPsa28MmdoI,https://www.youtube.com/watch?v=DPsa28MmdoI,9.93,193.73, First person video shows a raft full of people heading down and extremely rough river in-between rocky cliffs.,cliffs,is,rocky
65529,v_pxt1-L_-H74,https://www.youtube.com/watch?v=pxt1-L_-H74,7.85,87.46,Two people are seen standing next to one another speaking to the camera and leads into the two performing a dance routine with one another.,performer,perform,dance
23677,v_oNN6NE8fq0U,https://www.youtube.com/watch?v=oNN6NE8fq0U,98.05,112.75, The man sings a few verses loudly with excitement.,man,sing,verses
12523,v_WOonpO98TdQ,https://www.youtube.com/watch?v=WOonpO98TdQ,94.98,229.35,  The woman hoists the bar above her head in a weight lifting move several times before lowering the bar back to the floor.,bar,is,5
71678,v_o_e0KLnKpj8,https://www.youtube.com/watch?v=o_e0KLnKpj8,31.09,47.63, The lady starts then stops mowing.,lady,start,mow
35469,v_DfiPwDSjjHE,https://www.youtube.com/watch?v=DfiPwDSjjHE,31.47,45.69, She picks up a clear box and opens it.,box,is,clear
46646,v_qcV3JtJDoV8,https://www.youtube.com/watch?v=qcV3JtJDoV8,60.66,77.39, They pass a group of people snowboarding.,people,snowboard,group of
32875,v_EqhnCfb5vEc,https://www.youtube.com/watch?v=EqhnCfb5vEc,71.67,123.79,"  Her dress comes up over head and then down to her shoulders, she continues to spin in circles and takes the dress off and holds it like a baby.",dress,come up over,head
61184,v_x--RoqrwiLI,https://www.youtube.com/watch?v=x--RoqrwiLI,9.91,132.15,A man in a large green field practices over seven hammer throws in the field with a measuring tape in front of him stretched along the ground.,man,practice,hammer throws
3585,v_pjF6uBZHVRE,https://www.youtube.com/watch?v=pjF6uBZHVRE,91.5,97.28, Another man in white and blue vaults and is successful.,vaults,is,blue
13228,v_LVG7DLzI-GM,https://www.youtube.com/watch?v=LVG7DLzI-GM,52.57,66.54,the lady then scoops up all the cards on the table and the round is over.,lady,scoop up,cards
21786,v_g6tF83rCXh0,https://www.youtube.com/watch?v=g6tF83rCXh0,0.0,5.55,A female weight lifter is preparing to lift a barbell.,weight lifter,prepare,lift barbell
67489,v_5deGCvJOGg0,https://www.youtube.com/watch?v=5deGCvJOGg0,29.84,49.73,A man dressed in white curling gear is participating in the sport.,man,is,participating in
19341,v_zUt53fHpqc8,https://www.youtube.com/watch?v=zUt53fHpqc8,20.61,41.92, A bunch of people gather to play beer pong and drink.,drink,is,beer pong
16752,v_8xm7fWZ0RmE,https://www.youtube.com/watch?v=8xm7fWZ0RmE,5.57,9.28," Two people, one girl and one boy are sitting, the girl is wearing a white top, while the boy is wearing a white stripe sweater.",girl,wear,top
14864,v_ayDqRzRN8_M,https://www.youtube.com/watch?v=ayDqRzRN8_M,14.37,25.61, A news reporter interviews a man on an ice skating rink.,news reporter,interview,man
77007,v_W80KSM1I47Q,https://www.youtube.com/watch?v=W80KSM1I47Q,145.66,214.21, Ferrigno and other celebrities are interviewed.,celebrities,is,interviewed
22408,v_Ggw7rtn3J-8,https://www.youtube.com/watch?v=Ggw7rtn3J-8,19.35,42.68,  A person begins to use the welding tools to weld inside of a car producing fire sparks as the welding takes place.,person,inside,car
17174,v_QakbOSMJ0AA,https://www.youtube.com/watch?v=QakbOSMJ0AA,31.22,101.83, The person continues shaving and combing the mans hair as well as shaving his beard covering in shaving cream.,person,shave,hair
18264,v_Bg526A61c1w,https://www.youtube.com/watch?v=Bg526A61c1w,111.13,127.85," At the competition, he picks up the weights from a squatting position before rising up and then throwing the weights down on completion.",weights,is,squatting
52907,v_vuXsKQKbAfE,https://www.youtube.com/watch?v=vuXsKQKbAfE,0.0,210.67,Two men are in a pool putting on diving gear.,men,in,pool
39622,v_zChDaAcfc2o,https://www.youtube.com/watch?v=zChDaAcfc2o,12.47,17.01, A person in a canoe goes over the waterfall.,person,in,canoe
36770,v_J6T9pokWX1E,https://www.youtube.com/watch?v=J6T9pokWX1E,6.58,94.68,"A woman is talking and in between there are clips playing of groomers grooming dogs, customers, dogs walking in the store, products and dogs walking in the store.",clips,play in,store
4152,v_UMS4-qifK9A,https://www.youtube.com/watch?v=UMS4-qifK9A,2.96,51.11, He starts to play an electric guitar.,guitar,is,electric
55114,v_J6-rLsT975U,https://www.youtube.com/watch?v=J6-rLsT975U,50.54,195.71,  A timelapse photo is made and a path is cleared so a car can drive out.,photo,is,timelapse
6305,v_xDRvD_-fvd8,https://www.youtube.com/watch?v=xDRvD_-fvd8,0.0,7.73,"After a Tissot ad appears, a row of fencers are shown.",fencers,is,2
43283,v_WiGOn6O-S1g,https://www.youtube.com/watch?v=WiGOn6O-S1g,8.07,14.03, The divers are getting ready to dive into the pool.,divers,get ready to,dive into
5434,v_y0VZOcxbjRM,https://www.youtube.com/watch?v=y0VZOcxbjRM,3.81,33.88, A lady from the green team begins to aim the stick to hit the puck while another team member helps her rearrange the pucks.,team member,is,another
17769,v_52tZGZGuWP4,https://www.youtube.com/watch?v=52tZGZGuWP4,44.55,78.16,His whole face appears in the frame and you can see him bobbing his head and focusing more on his sound.,face,is,whole
66424,v_D5iU1Qfy-wk,https://www.youtube.com/watch?v=D5iU1Qfy-wk,85.09,146.13, The people laugh and the man cleans up and creates a whirlpool in the well which breaks and he ball smashes walls.,man,create,whirlpool
56198,v_0m63LNVHP1U,https://www.youtube.com/watch?v=0m63LNVHP1U,62.23,130.61, The child pushes the woman in a swing and continues playing with her on the swing set.,woman,in,swing
31086,v_7ftCKS5SCCk,https://www.youtube.com/watch?v=7ftCKS5SCCk,0.0,91.26,"little girl with long hair is dancing in a living room with a lot of boots and shoes on the floor, she put them on and take it off.",girl,with,hair
9324,v_6lIi6-Y6q10,https://www.youtube.com/watch?v=6lIi6-Y6q10,47.17,86.02, He puts some ice cubes in a talll glass and then adds some Pimms in it.,Pimms,in,glass
71116,v_FRjVP5r9rqc,https://www.youtube.com/watch?v=FRjVP5r9rqc,57.32,80.74, She continues cleaning the clothes off in the water and showing how she cleans her clothes.,clothes,off,water
27424,v_bpfak_VIJ8o,https://www.youtube.com/watch?v=bpfak_VIJ8o,61.13,169.29, The couple walk onto a sandy pit and pan around a group of players.,couple,around,players
23418,v_OCT2h1kmZoA,https://www.youtube.com/watch?v=OCT2h1kmZoA,131.81,142.21, Another man with no coat on is snowboarding.,man,is,no
65899,v_UD7HJBRK2Z4,https://www.youtube.com/watch?v=UD7HJBRK2Z4,38.37,119.91,"A man wearing a white button up short sleeved shirt and black long pants is standing on green grass that's near water, with a large bush behind him and he's doing very slow coordinated movements.",grass,near,water
24598,v_YFIkhFEtD8w,https://www.youtube.com/watch?v=YFIkhFEtD8w,10.96,75.38, The man then solves a rubix cube blind folded while a timer captures his score.,man,solve,rubix cube
72523,v_QRcwvzq7QUM,https://www.youtube.com/watch?v=QRcwvzq7QUM,0.0,17.18,We see a lady standing in  a news studio talking to the camera.,lady,stand in,news studio
70205,v_VFvHqc5Bg-0,https://www.youtube.com/watch?v=VFvHqc5Bg-0,0.87,165.57,A group of people in snow gear are shown snow boarding on snow covered snow slopes with visual emphasis shown to a particular snow boarder in a green coat.,snowboarder,have,coat
70443,v_kuPWb9E4aUQ,https://www.youtube.com/watch?v=kuPWb9E4aUQ,57.16,142.04," The divers dive deeper to into the water, they swim towards a coral bed under the water.",coral bed,under,water
8825,v_lhH3qdh8n3g,https://www.youtube.com/watch?v=lhH3qdh8n3g,11.13,24.03,There are about ten or more people dressed in athletic wear doing a synchronized form of exercise.,people,is,athletic
6389,v_6iuD3pSgBcw,https://www.youtube.com/watch?v=6iuD3pSgBcw,92.66,129.09, One stands up and begins singing a song while the others join in.,person,stand up,person
31623,v_ynda_PQe_CM,https://www.youtube.com/watch?v=ynda_PQe_CM,88.72,99.28," A man from each team kicks the ball at the goal, each man gets the ball in the net and it flies back out.",ball,fly back out of,net
44849,v_mHe2twk5BDE,https://www.youtube.com/watch?v=mHe2twk5BDE,110.59,219.98,"Another blue screen appears and it has white text that say's OK then so heres us in action and numerous still shot pictures display of people playing water polo in the pool, or just hanging out are displayed.",pictures,is,displayed
57732,v_dVCAykynRzs,https://www.youtube.com/watch?v=dVCAykynRzs,0.35,19.03,A camera pans around a mcdonalds and leads into a man speaking to a cashier.,camera,around,mcdonalds
1211,v_B3ZVUyLeT84,https://www.youtube.com/watch?v=B3ZVUyLeT84,5.35,12.49,A boy surfs in a big wave.,wave,is,big
7344,v_54chD8QFKyk,https://www.youtube.com/watch?v=54chD8QFKyk,25.57,104.37," A woman takes the cats paws, clipping them gently with a clipper until they are finished.",paws,is,cats
59209,v_iYH0Ol3xIZU,https://www.youtube.com/watch?v=iYH0Ol3xIZU,0.71,139.13,"A man in a white asian inspired outfit stands outdoors, surrounded by trees, on the grass, and performs several slow martial arts and meditation moves.",outfit,is,asian
65698,v_L0QdLXym4F4,https://www.youtube.com/watch?v=L0QdLXym4F4,0.61,17.19,  The young girl hangs an goes across the monkey bars using her arms while the young boy stands behind rails and watches.,boy,stand behind,rails
44511,v_59nQKYriHQc,https://www.youtube.com/watch?v=59nQKYriHQc,0.76,33.62,A woman is seen kneeling down on the floor speaking to the camera while a dog lays next to her.,dog,lay next to,dog
67545,v_lXueRLwe3tk,https://www.youtube.com/watch?v=lXueRLwe3tk,78.77,96.95, He is wiping the edge of the car then showed the white spray bottle.,man,wipe,edge
45425,v_ZpwXqrCxcGg,https://www.youtube.com/watch?v=ZpwXqrCxcGg,0.0,16.97,An empty room is shown with yellow tile.,room,with,tile
80601,v_6uNhwOSZXco,https://www.youtube.com/watch?v=6uNhwOSZXco,0.0,8.88,A man in a snow jacket is seated in a ski lift.,man,sit in,ski lift
36864,v_2Ua6E2a6kT4,https://www.youtube.com/watch?v=2Ua6E2a6kT4,9.83,33.73, He pans to a man spraying down a fence with a hose and another man watching on the side.,man,with,hose
69892,v_szdKUpvx9Sk,https://www.youtube.com/watch?v=szdKUpvx9Sk,144.75,167.34, Two men cheer and throw their fists in the air and the me laugh and cheer and walk.,me,laugh,
